fn,tid,title,wordsInTitle,url,ratingCount,duration,year,type,nrOfWins,nrOfNominations,nrOfPhotos,nrOfNewsArticles,nrOfUserReviews,nrOfGenre,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,FilmNoir,GameShow,History,Horror,Music,Musical,Mystery,News,RealityTV,Romance,SciFi,Short,Sport,TalkShow,Thriller,War,Western,imdbRating
titles03/index.html.3993,tt0396752,Eine zauberhafte Nanny (2005),eine zauberhafte nanny,http://www.imdb.com/title/tt0396752/,36864,5820,2005,video.movie,2,4,33,411,181,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6
titles03/index.html.3994,tt0397044,Blood and Chocolate (2007),blood and chocolate,http://www.imdb.com/title/tt0397044/,13578,5880,2007,video.movie,0,0,32,57,183,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4
titles03/index.html.3995,tt0397078,Zum Glück geküsst (2006),zum gl ck gek sst,http://www.imdb.com/title/tt0397078/,35313,6180,2006,video.movie,0,0,83,206,147,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.3
titles03/index.html.3999,tt0397989,Cookie Jar (2003),cookie jar,http://www.imdb.com/title/tt0397989/,6,360,2003,video.movie,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
titles03/index.html.4,tt0003311,Raja Harishchandra (1913),raja harishchandra,http://www.imdb.com/title/tt0003311/,150,2400,1913,video.movie,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.7
titles03/index.html.40,tt0015772,Der Adler (1925),der adler,http://www.imdb.com/title/tt0015772/,958,4380,1925,video.movie,0,0,23,4,22,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8
titles03/index.html.400,tt0038160,Schnellboote vor Bataan (1945),schnellboote vor bataan,http://www.imdb.com/title/tt0038160/,4689,8100,1945,video.movie,0,0,25,19,74,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.4
titles03/index.html.4000,tt0398017,Entgleist (2005),entgleist,http://www.imdb.com/title/tt0398017/,55118,6480,2005,video.movie,0,0,67,173,371,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.6
titles03/index.html.4001,tt0398712,Das Ende - Assault on Precinct 13 (2005),das ende assault on precinct,http://www.imdb.com/title/tt0398712/,59203,6540,2005,video.movie,1,2,31,488,217,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3
titles03/index.html.4002,tt0398808,Brücke nach Terabithia (2007),br cke nach terabithia,http://www.imdb.com/title/tt0398808/,85387,5760,2007,video.movie,6,2,36,197,498,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2
titles03/index.html.4003,tt0398883,Le conseguenze dell'amore (2004),le conseguenze dell amore,http://www.imdb.com/title/tt0398883/,6958,6000,2004,video.movie,10,15,3,6,35,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.7
titles03/index.html.4004,tt0398913,D.O.A. - Dead or Alive (2006),d o a dead or alive,http://www.imdb.com/title/tt0398913/,34041,5220,2006,video.movie,0,0,16,51,174,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8
titles03/index.html.4007,tt0399209,Ivan Cooper Remembers (Video 2003),ivan cooper remembers video,http://www.imdb.com/title/tt0399209/,13,420,2003,video.movie,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.8
titles03/index.html.4009,tt0400172,Anus Magillicutty (2003),anus magillicutty,http://www.imdb.com/title/tt0400172/,3500,4200,2003,video.movie,0,0,2,0,27,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.6
titles03/index.html.401,tt0038166,Drei Caballeros (1944),drei caballeros,http://www.imdb.com/title/tt0038166/,6513,4260,1944,video.movie,0,0,27,40,33,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6
titles03/index.html.4010,tt0400525,The Ice Harvest (2005),the ice harvest,http://www.imdb.com/title/tt0400525/,18945,5520,2005,video.movie,1,1,21,35,155,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3
titles03/index.html.4011,tt0400717,Jagdfieber (2006),jagdfieber,http://www.imdb.com/title/tt0400717/,49481,4980,2006,video.movie,1,8,56,193,95,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2
titles03/index.html.4012,tt0401233,Appurushîdo (2004),appurush do,http://www.imdb.com/title/tt0401233/,13199,6060,2004,video.movie,0,0,10,73,58,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
titles03/index.html.4014,tt0401398,Ein Königreich für ein Lama 2 - Kronks großes Abenteuer (Video 2005),ein k nigreich f r ein lama kronks gro es abenteuer video,http://www.imdb.com/title/tt0401398/,4428,4320,2005,video.movie,0,0,14,0,28,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9
titles03/index.html.4015,tt0401445,Ein gutes Jahr (2006),ein gutes jahr,http://www.imdb.com/title/tt0401445/,56644,7020,2006,video.movie,0,0,25,139,173,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.9
titles03/index.html.4019,tt0401855,Underworld: Evolution (2006),underworld evolution,http://www.imdb.com/title/tt0401855/,122890,6360,2006,video.movie,0,0,47,270,491,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.7
titles03/index.html.4020,tt0401997,Enttarnt - Verrat auf höchster Ebene (2007),enttarnt verrat auf h chster ebene,http://www.imdb.com/title/tt0401997/,47536,6600,2007,video.movie,0,0,33,268,199,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1
titles03/index.html.4022,tt0402057,Beowulf & Grendel (2005),beowulf grendel,http://www.imdb.com/title/tt0402057/,14515,6180,2005,video.movie,1,6,28,0,157,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9
titles03/index.html.4023,tt0402249,The Dark Hours (2005),the dark hours,http://www.imdb.com/title/tt0402249/,4347,4800,2005,video.movie,18,1,2,10,53,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.1
titles03/index.html.4024,tt0402399,The New World (2005),the new world,http://www.imdb.com/title/tt0402399/,59741,8100,2005,video.movie,8,11,35,566,662,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7
titles03/index.html.4025,tt0402519,Tatort Abschaum (TV Episode 2004),tatort abschaum tv episode,http://www.imdb.com/title/tt0402519/,106,5400,2004,video.episode,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
titles03/index.html.4026,tt0402850,The Big White - Immer Ärger mit Raymond (2005),the big white immer rger mit raymond,http://www.imdb.com/title/tt0402850/,10716,6000,2005,video.movie,0,0,8,14,50,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5
titles03/index.html.4027,tt0402894,Casanova (2005),casanova,http://www.imdb.com/title/tt0402894/,37223,6720,2005,video.movie,3,1,128,72,141,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5
titles03/index.html.4029,tt0403217,Last Days (2005),last days,http://www.imdb.com/title/tt0403217/,16368,5820,2005,video.movie,1,3,8,303,264,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.7
titles03/index.html.4030,tt0403508,Eine für 4 (2005),eine f r,http://www.imdb.com/title/tt0403508/,36135,7140,2005,video.movie,1,14,128,230,218,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6
titles03/index.html.4031,tt0403702,Youth in Revolt (2009),youth in revolt,http://www.imdb.com/title/tt0403702/,54184,5400,2009,video.movie,1,0,64,932,102,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.5
titles03/index.html.4032,tt0403828,10th Annual Screen Actors Guild Awards (2004),th annual screen actors guild awards,http://www.imdb.com/title/tt0403828/,53,,2004,video.tv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9
titles03/index.html.4034,tt0404032,Der Exorzismus von Emily Rose (2005),der exorzismus von emily rose,http://www.imdb.com/title/tt0404032/,72324,7140,2005,video.movie,3,7,55,719,509,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7
titles03/index.html.4035,tt0404112,Hitman: Contracts (Video Game 2004),hitman contracts video game,http://www.imdb.com/title/tt0404112/,1322,,2004,game,1,0,0,0,9,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1
titles03/index.html.4037,tt0404364,Kifferwahn (2005),kifferwahn,http://www.imdb.com/title/tt0404364/,5032,6720,2005,video.movie,3,7,93,16,73,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.2
titles03/index.html.4039,tt0404869,Chaplin Today: The Gold Rush (TV Movie 2003),chaplin today the gold rush tv movie,http://www.imdb.com/title/tt0404869/,57,1620,2003,video.movie,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.9
titles03/index.html.404,tt0038268,Sugata Sanshiro Fortsetzung (1945),sugata sanshiro fortsetzung,http://www.imdb.com/title/tt0038268/,986,4980,1945,video.movie,0,0,2,0,10,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2
titles03/index.html.4041,tt0405149,Mehman-e maman (2004),mehman e maman,http://www.imdb.com/title/tt0405149/,1290,,2004,video.movie,1,0,0,0,3,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2
titles03/index.html.4043,tt0405296,A Scanner Darkly - Der dunkle Schirm (2006),a scanner darkly der dunkle schirm,http://www.imdb.com/title/tt0405296/,74355,6000,2006,video.movie,3,7,56,272,286,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.1
titles03/index.html.4044,tt0405325,Sky High - Diese Highschool hebt ab! (2005),sky high diese highschool hebt ab,http://www.imdb.com/title/tt0405325/,48747,6000,2005,video.movie,0,0,49,170,209,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2
titles03/index.html.4045,tt0405336,Southland Tales (2006),southland tales,http://www.imdb.com/title/tt0405336/,29694,8700,2006,video.movie,0,0,29,389,230,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.5
titles03/index.html.4046,tt0405496,Z-Channel - Die Geschichte eines Fernsehsenders (TV Movie 2004),z channel die geschichte eines fernsehsenders tv movie,http://www.imdb.com/title/tt0405496/,998,7200,2004,video.movie,1,0,8,31,30,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6
titles03/index.html.4048,tt0405684,American Fame Pt. 1: Drowning River Phoenix (2004),american fame pt drowning river phoenix,http://www.imdb.com/title/tt0405684/,49,660,2004,video.movie,0,0,0,0,4,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
titles03/index.html.405,tt0038279,13 Rue Madeleine (1947),rue madeleine,http://www.imdb.com/title/tt0038279/,1706,5700,1947,video.movie,0,0,11,0,34,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
titles03/index.html.4050,tt0406375,Zathura - Ein Abenteuer im Weltraum (2005),zathura ein abenteuer im weltraum,http://www.imdb.com/title/tt0406375/,49307,6060,2005,video.movie,2,3,33,220,196,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1
titles03/index.html.4051,tt0406640,Chaplin Today: City Lights (TV Movie 2003),chaplin today city lights tv movie,http://www.imdb.com/title/tt0406640/,64,1560,2003,video.movie,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.1
titles03/index.html.4053,tt0406977,Masti (2004),masti,http://www.imdb.com/title/tt0406977/,2779,9960,2004,video.movie,2,2,0,0,20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1
titles03/index.html.4054,tt0407265,Transamerica (2005),transamerica,http://www.imdb.com/title/tt0407265/,32368,6180,2005,video.movie,28,13,68,150,226,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5
titles03/index.html.4055,tt0407304,Krieg der Welten (2005),krieg der welten,http://www.imdb.com/title/tt0407304/,254882,6960,2005,video.movie,13,19,163,1314,2712,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6.5
titles03/index.html.4056,tt0407569,Disney's Animation Magic: Beauty and the Beast (Video 2002),disney s animation magic beauty and the beast video,http://www.imdb.com/title/tt0407569/,20,840,2002,video.movie,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8
titles03/index.html.4057,tt0407821,Geomi sup (2004),geomi sup,http://www.imdb.com/title/tt0407821/,1565,6720,2004,video.movie,0,0,0,0,17,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6.8
titles03/index.html.406,tt0038310,Erbauer des Morgens (1946),erbauer des morgens,http://www.imdb.com/title/tt0038310/,91,4920,1946,video.movie,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1
titles03/index.html.4060,tt0407985,Mating Rituals 101 (2004),mating rituals,http://www.imdb.com/title/tt0407985/,7,,2004,video.movie,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
titles03/index.html.4061,tt0408306,München (2005),m nchen,http://www.imdb.com/title/tt0408306/,148550,9840,2005,video.movie,16,24,30,764,802,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.7
titles03/index.html.4062,tt0408345,Firewall (2006),firewall,http://www.imdb.com/title/tt0408345/,44775,6300,2006,video.movie,0,0,120,78,297,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.8
titles03/index.html.4063,tt0408347,Akte X - Die unheimlichen Fälle des FBI The Truth: Parts 1 & 2 (TV Episode 2002),akte x die unheimlichen f lle des fbi the truth parts tv episode,http://www.imdb.com/title/tt0408347/,1460,5400,2002,video.episode,0,0,8,0,24,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8.3
titles03/index.html.4064,tt0408381,Doc Martin (TV Series 2004– ),doc martin tv series,http://www.imdb.com/title/tt0408381/,4649,3000,2004,video.tv,1,10,8,133,37,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3
titles03/index.html.4065,tt0408777,Die fetten Jahre sind vorbei (2004),die fetten jahre sind vorbei,http://www.imdb.com/title/tt0408777/,22722,7620,2004,video.movie,10,6,5,19,97,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6
titles03/index.html.4066,tt0408790,Flightplan - Ohne jede Spur (2005),flightplan ohne jede spur,http://www.imdb.com/title/tt0408790/,103506,5880,2005,video.movie,1,3,44,402,587,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.2
titles03/index.html.4067,tt0408902,Iki yavrucak (1966),iki yavrucak,http://www.imdb.com/title/tt0408902/,10,,1966,video.movie,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5
titles03/index.html.4069,tt0409182,Poseidon (2006),poseidon,http://www.imdb.com/title/tt0409182/,70125,5640,2006,video.movie,0,5,159,233,612,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6
titles03/index.html.4070,tt0409184,L'Auberge espagnole - Wiedersehen in St. Petersburg (2005),l auberge espagnole wiedersehen in st petersburg,http://www.imdb.com/title/tt0409184/,13057,7740,2005,video.movie,1,3,3,75,47,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.1
titles03/index.html.4072,tt0409572,In den Westen (TV Mini-Series 2005),in den westen tv mini series,http://www.imdb.com/title/tt0409572/,4869,33120,2005,video.tv,9,25,105,118,76,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.1
titles03/index.html.4073,tt0409904,Wächter des Tages (2006),w chter des tages,http://www.imdb.com/title/tt0409904/,26246,7920,2006,video.movie,5,8,15,132,122,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.6
titles03/index.html.4075,tt0410377,Die Insel der Abenteuer (2008),die insel der abenteuer,http://www.imdb.com/title/tt0410377/,23780,5760,2008,video.movie,0,0,21,79,106,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
titles03/index.html.4076,tt0410975,Desperate Housewives (TV Series 2004–2012),desperate housewives tv series,http://www.imdb.com/title/tt0410975/,74606,2700,2004,video.tv,49,127,967,7860,155,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.5
titles03/index.html.4077,tt0411008,Lost (TV Series 2004–2010),lost tv series,http://www.imdb.com/title/tt0411008/,271937,2520,2004,video.tv,61,263,748,14720,665,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6
titles03/index.html.4078,tt0411469,Hazaaron Khwaishein Aisi (2003),hazaaron khwaishein aisi,http://www.imdb.com/title/tt0411469/,2989,7200,2003,video.movie,2,5,0,0,33,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9
titles03/index.html.4080,tt0412019,Broken Flowers (2005),broken flowers,http://www.imdb.com/title/tt0412019/,67804,6360,2005,video.movie,4,11,83,210,509,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.2
titles03/index.html.4082,tt0412142,Dr. House (TV Series 2004–2012),dr house tv series,http://www.imdb.com/title/tt0412142/,213724,2700,2004,video.tv,44,106,759,912,415,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.9
titles03/index.html.4083,tt0412366,Samantha: An American Girl Holiday (TV Movie 2004),samantha an american girl holiday tv movie,http://www.imdb.com/title/tt0412366/,1014,5160,2004,video.movie,1,2,6,4,32,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1
titles03/index.html.4084,tt0412703,Le fantôme d'Henri Langlois (2004),le fant me d henri langlois,http://www.imdb.com/title/tt0412703/,328,12600,2004,video.movie,0,0,0,0,5,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6
titles03/index.html.4085,tt0412798,Half Light (2006),half light,http://www.imdb.com/title/tt0412798/,9779,6600,2006,video.movie,0,0,0,11,113,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6
titles03/index.html.4087,tt0413015,Lady Henderson präsentiert (2005),lady henderson pr sentiert,http://www.imdb.com/title/tt0413015/,12043,6180,2005,video.movie,6,25,9,93,174,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.1
titles03/index.html.4088,tt0413099,Evan Allmächtig (2007),evan allm chtig,http://www.imdb.com/title/tt0413099/,95429,5760,2007,video.movie,2,10,55,269,241,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4
titles03/index.html.409,tt0038363,Geisterkomödie (1945),geisterkom die,http://www.imdb.com/title/tt0038363/,2929,5760,1945,video.movie,0,1,10,64,47,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1
titles03/index.html.4090,tt0413300,Spider-Man 3 (2007),spider man,http://www.imdb.com/title/tt0413300/,264158,8340,2007,video.movie,1,26,172,2300,1872,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3
titles03/index.html.4091,tt0413895,Schweinchen Wilbur und seine Freunde (2006),schweinchen wilbur und seine freunde,http://www.imdb.com/title/tt0413895/,21650,5820,2006,video.movie,8,9,114,162,95,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4
titles03/index.html.4092,tt0414055,Elizabeth - Das goldene Königreich (2007),elizabeth das goldene k nigreich,http://www.imdb.com/title/tt0414055/,45482,6840,2007,video.movie,5,16,70,315,211,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9
titles03/index.html.4094,tt0414936,Day for Night: An Appreciation (Video 2003),day for night an appreciation video,http://www.imdb.com/title/tt0414936/,18,1020,2003,video.movie,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.9
titles03/index.html.4096,tt0415127,Der Mann aus London (2007),der mann aus london,http://www.imdb.com/title/tt0415127/,2022,8340,2007,video.movie,0,0,3,0,25,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.1
titles03/index.html.4097,tt0415306,Ricky Bobby - König der Rennfahrer (2006),ricky bobby k nig der rennfahrer,http://www.imdb.com/title/tt0415306/,98290,6480,2006,video.movie,6,4,90,280,425,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.5
titles03/index.html.4098,tt0415607,Beed-e majnoon (2005),beed e majnoon,http://www.imdb.com/title/tt0415607/,2214,5760,2005,video.movie,1,0,0,0,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5
titles03/index.html.41,tt0015794,Le fantôme du Moulin-Rouge (1925),le fant me du moulin rouge,http://www.imdb.com/title/tt0015794/,66,5400,1925,video.movie,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6
titles03/index.html.410,tt0038369,Die blaue Dahlie (1946),die blaue dahlie,http://www.imdb.com/title/tt0038369/,4061,5760,1946,video.movie,0,0,5,15,54,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2
titles03/index.html.4103,tt0416320,Match Point (2005),match point,http://www.imdb.com/title/tt0416320/,128918,7440,2005,video.movie,8,14,67,513,725,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.7
titles03/index.html.4104,tt0416433,Los tres mosqueteros (TV Mini-Series 1971),los tres mosqueteros tv mini series,http://www.imdb.com/title/tt0416433/,8,,1971,video.tv,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8
titles03/index.html.4105,tt0416449,300 (2006),,http://www.imdb.com/title/tt0416449/,466561,7020,2006,video.movie,9,28,115,68,2020,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8
titles03/index.html.4106,tt0416499,Baramui Fighter (2004),baramui fighter,http://www.imdb.com/title/tt0416499/,2698,7200,2004,video.movie,0,0,0,0,26,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1
titles03/index.html.4107,tt0417001,Frau mit Hund sucht Mann mit Herz (2005),frau mit hund sucht mann mit herz,http://www.imdb.com/title/tt0417001/,21725,5880,2005,video.movie,0,0,81,69,256,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.9
titles03/index.html.4108,tt0417373,The Venture Bros. (TV Series 2003– ),the venture bros tv series,http://www.imdb.com/title/tt0417373/,14721,1320,2003,video.tv,0,0,29,245,41,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6
titles03/index.html.411,tt0038419,Cluny Brown (1946),cluny brown,http://www.imdb.com/title/tt0038419/,1443,6000,1946,video.movie,0,0,5,7,21,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
titles03/index.html.4116,tt0418763,Jarhead - Willkommen im Dreck (2005),jarhead willkommen im dreck,http://www.imdb.com/title/tt0418763/,116866,7500,2005,video.movie,5,10,176,465,647,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.1
