@relation 'mydata-weka.filters.unsupervised.attribute.Discretize-F-B3-M-1.0-R28-weka.filters.unsupervised.attribute.Remove-R27-weka.filters.unsupervised.attribute.Remove-R1-2,7,10-11,14,16-17-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Remove-R10-11'

@attribute num_critic_for_reviews numeric
@attribute duration numeric
@attribute director_facebook_likes numeric
@attribute actor_3_facebook_likes numeric
@attribute actor_1_facebook_likes numeric
@attribute num_voted_users numeric
@attribute cast_total_facebook_likes numeric
@attribute facenumber_in_poster numeric
@attribute num_user_for_reviews numeric
@attribute title_year numeric
@attribute actor_2_facebook_likes numeric
@attribute imdb_score numeric
@attribute aspect_ratio numeric
@attribute movie_facebook_likes numeric
@attribute budget {'\'(-inf-20500000]\'','\'(20500000-49950000]\'','\'(49950000-inf)\''}

@data
522,93,0,355,15000,379462,16034,3,571,2011,491,7.5,1.85,56000,'\'(20500000-49950000]\''
43,120,155,240,344,38949,2054,1,112,1993,242,7.1,2.35,0,'\'(20500000-49950000]\''
224,98,541,897,8000,164608,10938,1,383,2007,912,6.4,2.35,10000,'\'(20500000-49950000]\''
122,105,0,223,716,11347,1843,1,28,2013,648,7.1,2.35,5000,'\'(20500000-49950000]\''
75,98,61,83,649,10018,1400,1,108,2005,579,6.9,1.85,0,'\'(20500000-49950000]\''
441,96,0,882,10000,186606,12754,1,1125,2005,917,7.5,2.35,0,'\'(20500000-49950000]\''
163,87,255,810,26000,156267,29050,0,340,2005,1000,6.3,1.85,0,'\'(20500000-49950000]\''
63,107,0,159,29000,69197,29743,1,216,1995,165,6.4,2.35,0,'\'(20500000-49950000]\''
90,90,29,142,638,18771,961,0,102,2004,160,5.9,2.35,702,'\'(20500000-49950000]\''
163,121,17000,245,12000,53028,13040,0,382,1999,368,6.8,2.35,0,'\'(49950000-inf)\''
197,119,238,447,1000,87768,2925,0,187,2010,561,6.3,2.35,12000,'\'(20500000-49950000]\''
93,107,26,535,889,21506,3274,3,364,2007,618,3.6,1.85,0,'\'(20500000-49950000]\''
15,110,278,179,3000,5176,3864,4,30,1996,359,5.3,2.35,350,'\'(20500000-49950000]\''
260,100,35,7000,12000,60596,32094,0,158,2013,10000,5.9,1.33,13000,'\'(20500000-49950000]\''
18,75,10,826,3000,5600,7394,2,49,1997,2000,6.9,2.35,643,'\'(20500000-49950000]\''
70,132,0,876,13000,8039,16878,2,161,1999,898,6.9,1.66,625,'\'(20500000-49950000]\''
183,105,0,308,845,21481,2355,1,175,2006,552,6.1,2.35,559,'\'(20500000-49950000]\''
261,289,0,3000,11000,450676,25313,0,983,1979,10000,8.5,2.35,19000,'\'(20500000-49950000]\''
167,102,8,472,839,50523,2961,1,113,2010,730,6.3,2.35,0,'\'(20500000-49950000]\''
42,143,65,320,975,30230,2223,2,154,1995,345,7.3,2.35,0,'\'(-inf-20500000]\''
130,113,34,24,10000,17319,10910,0,100,2016,877,6.3,1.85,0,'\'(20500000-49950000]\''
66,161,521,184,11000,52339,12518,0,200,1985,920,7.2,2.35,0,'\'(20500000-49950000]\''
449,138,0,874,18000,264047,20952,2,491,2012,984,7.3,2.35,64000,'\'(20500000-49950000]\''
121,126,43,177,244,69534,1008,0,294,1979,202,6.3,1.37,0,'\'(20500000-49950000]\''
536,99,0,670,13000,475518,15082,1,644,2014,1000,8.1,2.35,149000,'\'(20500000-49950000]\''
135,101,96,442,12000,30339,13811,0,268,2001,495,6.9,1.85,0,'\'(20500000-49950000]\''
74,103,155,125,687,50389,1440,0,136,1990,151,6.3,2.35,0,'\'(20500000-49950000]\''
168,118,40,617,2000,81866,4045,4,510,2000,702,7.3,2.35,0,'\'(20500000-49950000]\''
464,116,176,322,783,69790,2097,4,1211,2016,370,5.5,2.35,62000,'\'(49950000-inf)\''
204,99,0,816,26000,66123,40312,4,219,2015,12000,6.1,1.85,28000,'\'(20500000-49950000]\''
96,105,188,482,848,62986,3439,0,150,1995,808,6.9,1.85,0,'\'(20500000-49950000]\''
223,113,252,90,539,172080,813,0,1017,2002,151,7.2,1.85,0,'\'(20500000-49950000]\''
112,93,221,781,12000,161858,26760,0,289,1999,11000,6.4,1.85,0,'\'(20500000-49950000]\''
142,108,6,1000,3000,200260,7872,1,431,2001,1000,6.4,1.85,0,'\'(20500000-49950000]\''
166,74,487,802,15000,623757,19046,0,391,1995,1000,8.3,2.35,0,'\'(20500000-49950000]\''
114,116,101,780,18000,260981,20966,0,373,1994,946,7.2,2.35,0,'\'(20500000-49950000]\''
214,104,23,281,17000,145852,18322,2,164,2012,359,6.8,1.85,32000,'\'(20500000-49950000]\''
126,106,12,946,11000,14281,17560,1,64,2010,3000,6.5,2.35,0,'\'(20500000-49950000]\''
157,120,132,1000,33000,160776,54877,1,402,2000,18000,7.8,2.35,0,'\'(20500000-49950000]\''
104,135,323,495,826,143696,2575,0,241,1990,692,7.6,1.85,0,'\'(20500000-49950000]\''
304,132,304,898,15000,87665,20035,0,323,2013,1000,7.2,2.35,41000,'\'(20500000-49950000]\''
191,92,43,936,989,185338,4730,0,392,2004,939,6.7,1.85,0,'\'(-inf-20500000]\''
55,99,188,436,1000,96607,3696,0,125,1991,1000,6.8,2.35,5000,'\'(20500000-49950000]\''
59,90,176,460,531,160321,2203,2,178,1995,461,6.3,1.85,0,'\'(20500000-49950000]\''
108,111,0,529,11000,94049,13645,3,301,2001,995,6.2,1.85,0,'\'(20500000-49950000]\''
50,103,37,452,944,31817,3143,0,117,1996,893,6.2,2.35,0,'\'(20500000-49950000]\''
216,127,21000,360,11000,1023511,22678,0,1080,1995,11000,8.6,1.85,39000,'\'(20500000-49950000]\''
472,112,662,107,2000,531737,2639,0,1262,2009,433,8,1.85,22000,'\'(20500000-49950000]\''
89,87,47,217,19000,58906,20097,0,186,2004,542,7,2.35,0,'\'(20500000-49950000]\''
229,138,16000,262,616,338415,1942,1,935,2003,541,8,2.35,12000,'\'(20500000-49950000]\''
268,132,16000,567,16000,482064,28830,2,1106,2004,11000,8.1,1.85,14000,'\'(20500000-49950000]\''
145,103,11000,636,22000,123940,24333,0,337,1999,979,6.7,2.35,0,'\'(20500000-49950000]\''
177,123,415,545,33000,396396,34495,1,1111,2004,638,7.9,2.35,57000,'\'(20500000-49950000]\''
175,111,98,71,2000,124501,2978,2,154,2008,805,6.1,1.85,0,'\'(20500000-49950000]\''
131,102,23,635,1000,31760,4516,0,140,2009,1000,4.2,1.85,0,'\'(20500000-49950000]\''
41,78,0,786,971,8146,4527,1,49,2000,844,6.1,1.85,181,'\'(20500000-49950000]\''
30,132,0,252,769,12549,1936,2,109,1991,713,6.6,1.85,883,'\'(20500000-49950000]\''
57,133,380,918,12000,112175,26388,0,329,1994,11000,7.5,1.85,11000,'\'(20500000-49950000]\''
391,108,655,940,24000,270238,35209,1,452,2009,10000,7.4,1.85,19000,'\'(20500000-49950000]\''
217,125,729,322,442,107557,1556,0,612,2002,344,7.2,2.35,0,'\'(20500000-49950000]\''
452,98,129,7,303,184641,337,0,326,2013,18,6.9,2.35,81000,'\'(20500000-49950000]\''
589,119,0,502,23000,428916,37387,1,667,2012,13000,7.4,1.85,75000,'\'(20500000-49950000]\''
61,87,129,560,979,19079,2911,0,122,2001,891,5.4,1.85,602,'\'(20500000-49950000]\''
79,91,108,204,405,94435,1185,2,182,1995,368,6.8,2.35,5000,'\'(20500000-49950000]\''
234,100,64,329,11000,34258,19420,1,178,2012,7000,6.3,1.85,0,'\'(20500000-49950000]\''
253,118,89,344,15000,217507,16758,3,325,2008,975,7.2,2.35,0,'\'(20500000-49950000]\''
123,109,309,482,1000,109894,2740,2,340,2005,654,6.9,1.85,0,'\'(20500000-49950000]\''
145,99,5,966,2000,34079,6930,1,97,2008,1000,6,1.85,0,'\'(20500000-49950000]\''
65,114,0,545,970,18973,2860,2,162,1998,631,5.9,1.85,0,'\'(20500000-49950000]\''
152,89,56,545,11000,79094,13794,3,129,2009,826,5.4,2.35,0,'\'(20500000-49950000]\''
94,95,65,246,506,37479,1266,1,152,2004,316,5.9,1.85,0,'\'(-inf-20500000]\''
119,98,56,533,3000,122187,6742,1,339,2004,2000,6.1,1.85,0,'\'(20500000-49950000]\''
487,94,11000,183,617,301149,1289,0,509,2011,204,7.7,1.85,78000,'\'(-inf-20500000]\''
121,85,7,691,14000,19547,18795,1,64,2014,3000,5.8,2.35,0,'\'(20500000-49950000]\''
147,124,47,877,40000,198066,43453,0,426,2001,1000,7.6,2.35,13000,'\'(20500000-49950000]\''
85,131,43,362,18000,28942,19815,1,223,1999,652,6.1,2.35,0,'\'(49950000-inf)\''
98,107,0,643,12000,43743,14710,7,293,1989,664,5.4,1.85,0,'\'(20500000-49950000]\''
39,99,13,837,1000,15074,3679,5,72,2002,889,5.1,1.85,1000,'\'(20500000-49950000]\''
43,83,88,348,3000,76850,4767,2,85,1994,459,6.4,2.35,1000,'\'(20500000-49950000]\''
108,131,46,433,1000,68565,2943,0,300,1985,439,6.3,1.85,0,'\'(20500000-49950000]\''
209,85,9,100,567,98160,1145,1,307,2005,269,7.5,1.85,0,'\'(20500000-49950000]\''
131,126,98,37,18000,167967,18726,1,243,2007,631,7.1,1.85,20000,'\'(20500000-49950000]\''
316,123,456,286,19000,192930,20499,1,581,2007,1000,7.8,2.35,12000,'\'(20500000-49950000]\''
159,105,56,22,898,74630,1026,2,156,2010,60,6.5,2.35,13000,'\'(20500000-49950000]\''
63,125,0,237,939,39306,1748,1,119,1989,255,6.6,1.85,0,'\'(20500000-49950000]\''
267,77,13000,973,40000,188785,60683,2,467,2005,16000,7.4,2.39,0,'\'(20500000-49950000]\''
478,121,777,219,455,196217,1467,0,461,2015,221,7.6,2.35,59000,'\'(20500000-49950000]\''
305,124,845,424,15000,147128,16881,0,277,2015,1000,7.5,2.35,44000,'\'(20500000-49950000]\''
397,99,0,828,2000,158354,5642,1,691,2009,1000,6.6,2.35,11000,'\'(20500000-49950000]\''
214,112,43,1000,11000,93767,15327,1,209,2015,2000,7.2,1.85,34000,'\'(20500000-49950000]\''
82,111,23,1000,3000,43378,9638,0,292,2003,3000,7.6,1.85,0,'\'(20500000-49950000]\''
138,107,209,357,2000,47297,4059,3,86,2010,594,6.2,1.85,16000,'\'(20500000-49950000]\''
69,104,134,64,585,26066,1165,1,216,2002,495,5.6,1.85,0,'\'(20500000-49950000]\''
253,113,395,77,8000,186977,8362,0,529,2006,189,7.6,2.35,13000,'\'(20500000-49950000]\''
304,113,171,63,430,138435,814,0,527,2007,72,6.6,2.35,0,'\'(20500000-49950000]\''
634,95,246,751,26000,277172,29551,0,986,2012,821,7,1.85,66000,'\'(20500000-49950000]\''
111,86,82,362,869,88518,3854,1,409,2008,759,2.7,1.85,0,'\'(20500000-49950000]\''
77,126,102,497,22000,54042,23866,1,215,1988,581,7.6,1.37,0,'\'(20500000-49950000]\''
120,101,343,384,581,112669,2373,2,226,1987,571,6.6,1.85,0,'\'(20500000-49950000]\''
63,102,0,413,13000,49349,15308,0,165,1986,854,6.9,2.35,0,'\'(20500000-49950000]\''
417,111,456,21,157,159198,257,0,438,2011,33,6.8,1.85,38000,'\'(20500000-49950000]\''
59,95,40,342,663,36363,2266,0,256,1997,349,3.7,2.35,1000,'\'(20500000-49950000]\''
218,98,15000,392,15000,49205,16827,1,184,2011,839,6.1,2.35,0,'\'(20500000-49950000]\''
359,100,108,534,17000,108242,20051,0,371,2013,2000,5.9,1.85,39000,'\'(20500000-49950000]\''
101,118,3,439,1000,21767,3797,1,127,2006,712,6.7,2.35,0,'\'(20500000-49950000]\''
85,125,21,581,12000,33067,15811,0,134,2006,2000,6.9,1.85,0,'\'(20500000-49950000]\''
64,94,39,506,1000,12466,3664,0,84,2001,611,5.5,1.85,304,'\'(20500000-49950000]\''
263,79,30,265,940,111117,1594,0,245,2009,271,7.1,1.85,13000,'\'(20500000-49950000]\''
450,106,0,273,17000,148327,18469,0,274,2013,681,7.1,1.85,29000,'\'(20500000-49950000]\''
162,63,15,69,759,15600,1002,0,55,2011,73,7.3,1.37,0,'\'(20500000-49950000]\''
85,85,14,244,577,30651,1653,1,267,2003,291,3.4,1.85,1000,'\'(-inf-20500000]\''
110,108,631,95,631,21998,1023,0,227,1998,199,6.8,1.85,0,'\'(20500000-49950000]\''
165,139,150,400,521,15843,2060,3,104,2014,491,6.9,1.85,11000,'\'(20500000-49950000]\''
64,127,73,433,11000,9283,12785,1,112,1998,882,7,2.35,592,'\'(20500000-49950000]\''
44,106,32,650,18000,23579,20772,1,88,1995,723,5.5,2.35,0,'\'(20500000-49950000]\''
147,95,425,560,973,53884,2737,0,203,2006,776,5.1,2.35,1000,'\'(20500000-49950000]\''
242,118,301,897,2000,54447,5697,0,201,2014,1000,6.2,1.85,18000,'\'(20500000-49950000]\''
244,108,24,653,2000,47003,3892,1,215,2011,942,5.9,2.35,11000,'\'(20500000-49950000]\''
73,105,34,642,1000,15052,4369,2,116,2004,681,5.2,1.85,484,'\'(20500000-49950000]\''
232,131,89,372,2000,78974,3479,1,141,2012,401,6.2,1.85,11000,'\'(20500000-49950000]\''
63,104,30,635,1000,12164,4462,0,63,2004,962,5.5,2.35,491,'\'(20500000-49950000]\''
239,133,549,343,10000,146364,11799,1,237,2010,796,7.4,1.85,27000,'\'(20500000-49950000]\''
158,94,110,277,14000,70341,15271,1,830,2006,829,4.4,2.35,0,'\'(20500000-49950000]\''
152,109,25,431,954,65979,3148,2,220,2005,739,6.3,2.35,999,'\'(-inf-20500000]\''
105,96,845,488,978,23345,3072,1,167,1998,968,6.1,1.85,629,'\'(20500000-49950000]\''
36,105,114,537,4000,7073,6152,1,29,1996,561,5.3,2.35,204,'\'(20500000-49950000]\''
181,99,11,762,19000,43764,22554,0,291,2002,953,5.4,1.85,0,'\'(20500000-49950000]\''
219,112,380,2000,15000,143368,31278,1,215,2010,11000,6.7,2.35,24000,'\'(20500000-49950000]\''
158,108,50,494,14000,65628,16722,4,262,2007,975,5.9,2.35,0,'\'(20500000-49950000]\''
155,126,51,874,10000,32815,20563,5,214,2005,9000,7.3,1.85,0,'\'(20500000-49950000]\''
74,98,41,900,13000,45775,18085,0,112,2004,2000,5.5,1.85,462,'\'(20500000-49950000]\''
368,104,165,559,900,79517,2222,1,354,2009,686,5.8,1.85,12000,'\'(20500000-49950000]\''
81,110,8,322,1000,33669,3000,0,269,1986,692,4.6,1.85,0,'\'(20500000-49950000]\''
154,130,149,798,1000,53053,5101,0,132,2008,807,6.7,2.35,0,'\'(20500000-49950000]\''
140,93,2,258,849,28606,2178,2,262,2005,787,5.1,1.85,0,'\'(20500000-49950000]\''
73,96,0,130,372,11520,977,0,105,2003,206,5.6,2.35,625,'\'(20500000-49950000]\''
98,114,118,40,489,44979,679,1,298,2004,93,7,1.85,0,'\'(20500000-49950000]\''
358,106,44,133,596,85024,1393,0,242,2011,343,6.4,2.35,23000,'\'(20500000-49950000]\''
222,150,0,855,23000,70771,27829,3,671,2005,909,6.7,2.35,0,'\'(20500000-49950000]\''
85,100,38,362,811,14747,2497,0,338,1999,586,4.1,1.85,858,'\'(20500000-49950000]\''
62,100,277,210,21000,11003,22006,0,148,1999,767,5.5,2.35,654,'\'(20500000-49950000]\''
130,100,70,99,473,56451,1100,2,524,2009,315,2.7,2.35,0,'\'(20500000-49950000]\''
376,107,419,165,971,114241,1643,1,258,2013,236,6.4,2.35,24000,'\'(20500000-49950000]\''
130,102,6,353,22000,22449,23352,0,191,2004,829,4.8,2.35,387,'\'(20500000-49950000]\''
65,101,3,120,448,30092,842,0,129,2004,143,6.1,1.85,0,'\'(20500000-49950000]\''
77,86,6,843,1000,9682,5393,3,38,2011,857,4.8,2.35,0,'\'(20500000-49950000]\''
107,108,529,83,11000,24033,11519,1,152,2005,329,7,1.85,0,'\'(20500000-49950000]\''
292,123,0,645,10000,126307,11769,3,210,2009,785,6.8,2.35,19000,'\'(20500000-49950000]\''
184,88,65,681,3000,52069,5706,2,95,2013,697,5.6,2.35,0,'\'(20500000-49950000]\''
123,109,29,91,779,25558,1297,3,221,2001,240,6.1,1.85,0,'\'(20500000-49950000]\''
60,122,380,2000,18000,101888,32930,8,365,1989,11000,7.9,1.85,0,'\'(-inf-20500000]\''
111,251,0,642,22000,221000,24719,2,495,1984,683,8.4,2.35,12000,'\'(20500000-49950000]\''
217,118,76,174,3000,54147,4253,3,127,2013,678,6.5,2.35,0,'\'(20500000-49950000]\''
117,131,53,548,14000,29715,16252,0,161,2004,871,7.1,1.85,0,'\'(-inf-20500000]\''
105,109,277,345,2000,9004,2759,1,103,2002,378,6.6,2.35,287,'\'(20500000-49950000]\''
124,88,108,135,876,23864,1518,0,142,2006,142,7,2.35,0,'\'(20500000-49950000]\''
90,103,45,107,489,8215,949,4,132,2005,181,5.6,2.35,445,'\'(49950000-inf)\''
110,87,23,748,826,38503,4473,0,180,2006,816,4.8,2.35,0,'\'(20500000-49950000]\''
273,160,181,820,11000,136104,22516,0,415,2007,10000,7.5,2.35,0,'\'(20500000-49950000]\''
63,121,0,187,974,4670,1887,1,27,2011,643,6,2.35,0,'\'(-inf-20500000]\''
134,129,395,313,18000,52972,19620,8,124,2011,1000,6.8,1.85,21000,'\'(20500000-49950000]\''
221,115,0,751,10000,97697,13159,0,185,2015,1000,6.5,2.39,40000,'\'(20500000-49950000]\''
291,153,446,154,523,188637,1383,3,815,2005,405,7.9,1.85,11000,'\'(20500000-49950000]\''
148,128,0,754,955,44816,5404,0,259,2000,869,6.4,1.85,0,'\'(20500000-49950000]\''
42,89,12,373,1000,16222,2056,1,39,1997,409,5.8,2.35,0,'\'(20500000-49950000]\''
302,122,2000,1000,2000,88682,6161,2,241,2008,1000,7.7,1.85,0,'\'(20500000-49950000]\''
64,99,71,584,2000,14315,4169,1,101,2002,719,5.3,1.85,201,'\'(20500000-49950000]\''
154,99,265,265,22000,16984,23562,0,96,2016,779,5.3,2.35,0,'\'(20500000-49950000]\''
17,147,0,400,18000,9913,18855,4,51,1987,427,7.5,2.35,0,'\'(20500000-49950000]\''
65,112,759,933,11000,8134,17873,0,123,1999,1000,6.9,1.85,209,'\'(20500000-49950000]\''
148,88,64,363,1000,28632,2567,0,214,2004,857,4.9,2.35,0,'\'(-inf-20500000]\''
161,94,11,566,1000,92850,5085,0,263,2005,948,7.1,1.33,0,'\'(20500000-49950000]\''
124,90,63,631,49000,260939,52970,0,244,1992,2000,8,2.35,0,'\'(20500000-49950000]\''
349,167,473,303,559,119928,2702,2,331,2015,427,7.9,2.35,76000,'\'(20500000-49950000]\''
148,118,14000,237,11000,329969,11898,0,524,1984,429,7.6,1.85,0,'\'(20500000-49950000]\''
45,83,5,368,971,14005,3438,0,67,1998,503,5.9,2.35,418,'\'(20500000-49950000]\''
133,104,93,878,11000,59232,17109,1,317,2001,2000,6.3,1.78,0,'\'(49950000-inf)\''
178,102,0,876,40000,130094,46186,0,471,2003,4000,6.4,2.35,0,'\'(20500000-49950000]\''
233,131,323,541,25000,592582,40585,1,722,1988,13000,8.2,1.85,25000,'\'(20500000-49950000]\''
173,101,136,526,833,195255,3400,4,170,2008,543,6.9,2.35,0,'\'(20500000-49950000]\''
426,130,285,767,33000,182983,57308,12,374,2015,23000,7.8,1.85,99000,'\'(20500000-49950000]\''
210,120,0,210,579,24663,1500,0,71,2009,489,6.7,2.4,0,'\'(20500000-49950000]\''
129,135,149,250,639,36636,1845,0,289,2004,617,7.5,2.35,0,'\'(20500000-49950000]\''
287,110,0,1000,3000,194422,10438,2,1057,2004,2000,7.4,2.35,7000,'\'(20500000-49950000]\''
108,103,163,968,11000,61317,17533,1,229,2001,2000,5.2,2.35,0,'\'(20500000-49950000]\''
220,110,0,327,13000,209133,14609,0,962,2001,1000,7.6,2.35,0,'\'(20500000-49950000]\''
136,91,446,660,1000,177828,3969,2,714,2003,872,7.3,2.35,11000,'\'(20500000-49950000]\''
222,105,226,966,22000,106755,35694,1,173,2013,11000,6.6,2.35,27000,'\'(20500000-49950000]\''
112,127,46,244,844,72085,2118,0,263,1981,402,6.8,1.85,2000,'\'(20500000-49950000]\''
122,82,23,6,11,85423,37,1,374,2001,9,6.9,2.35,12000,'\'(20500000-49950000]\''
62,99,0,186,664,44394,2010,0,115,1994,655,5.8,2.35,0,'\'(20500000-49950000]\''
135,90,0,8000,14000,201084,34565,0,523,2001,10000,6.6,2.35,0,'\'(20500000-49950000]\''
184,115,529,325,576,78008,1554,0,160,2013,447,6.7,1.85,23000,'\'(20500000-49950000]\''
36,96,197,115,580,60494,1275,2,132,1993,336,6.7,2.35,16000,'\'(20500000-49950000]\''
171,104,96,559,943,59068,3497,1,128,2007,763,6.3,2.35,0,'\'(20500000-49950000]\''
447,117,905,385,553,435864,2357,3,801,2010,488,7.7,2.35,36000,'\'(20500000-49950000]\''
220,83,181,459,731,77935,1987,0,122,2011,579,6.1,2.35,0,'\'(20500000-49950000]\''
122,99,71,1000,18000,27378,23344,6,365,2000,1000,4.9,2.39,0,'\'(20500000-49950000]\''
119,81,44,3000,35000,29738,47677,2,85,2014,7000,6.2,2.35,12000,'\'(20500000-49950000]\''
177,135,456,241,422,193455,1083,2,1058,2005,286,7.8,2.35,17000,'\'(20500000-49950000]\''
302,117,0,521,11000,461609,13877,1,1168,1982,759,8.2,2.35,34000,'\'(20500000-49950000]\''
44,139,105,902,14000,34427,16125,0,126,1995,1000,6.9,2.35,0,'\'(20500000-49950000]\''
211,123,368,114,933,69355,1286,4,211,2014,194,6.2,1.85,10000,'\'(20500000-49950000]\''
222,117,115,97,3000,72693,3681,2,199,2007,327,6.9,2.35,0,'\'(20500000-49950000]\''
100,97,710,258,497,9338,1805,0,167,2000,347,4.8,1.85,209,'\'(20500000-49950000]\''
100,81,63,0,63,10369,66,3,153,2001,3,8,1.85,1000,'\'(49950000-inf)\''
98,103,80,585,806,44103,3211,0,149,2006,591,5.3,2.35,0,'\'(20500000-49950000]\''
74,119,116,385,738,22250,2171,4,123,1999,428,6.7,1.85,913,'\'(20500000-49950000]\''
97,94,32,453,1000,29971,3436,3,71,2010,626,5.4,1.85,0,'\'(20500000-49950000]\''
21,89,23,899,1000,4288,5535,5,21,1997,937,5.4,2.35,517,'\'(20500000-49950000]\''
156,98,0,900,26000,43006,28867,2,460,2001,1000,4.9,1.85,0,'\'(20500000-49950000]\''
125,107,234,660,1000,11476,3944,0,50,2015,962,6.1,2.35,0,'\'(20500000-49950000]\''
225,108,23,845,2000,23775,4710,0,134,2016,860,5.8,2.35,73000,'\'(20500000-49950000]\''
85,134,17000,0,2,21606,4,4,117,1997,2,7,1.85,0,'\'(20500000-49950000]\''
135,110,53,87,480,61269,858,0,98,2008,261,6.5,2.35,0,'\'(20500000-49950000]\''
350,103,65,405,17000,202967,19168,2,378,2013,927,6.6,2.35,36000,'\'(20500000-49950000]\''
177,100,11,561,23000,32103,25387,0,112,2014,727,5.7,2.35,0,'\'(20500000-49950000]\''
106,131,46,293,594,74374,1898,2,225,1983,303,6.6,1.85,0,'\'(20500000-49950000]\''
251,133,0,529,11000,298590,12874,2,559,2007,985,7,2.35,0,'\'(20500000-49950000]\''
148,109,415,228,673,74476,1775,3,184,2009,489,7.4,1.85,15000,'\'(20500000-49950000]\''
76,114,92,436,940,10791,3565,0,39,2008,706,5.3,1.85,464,'\'(20500000-49950000]\''
52,164,767,162,358,12980,1334,0,89,1984,223,7.4,1.85,845,'\'(-inf-20500000]\''
220,92,14,78,386,64625,646,2,281,2006,99,7.4,2.35,0,'\'(-inf-20500000]\''
131,122,151,11000,24000,47203,50950,0,197,2007,15000,6.8,2.35,0,'\'(20500000-49950000]\''
112,110,120,664,12000,55513,16230,4,188,1991,1000,7.2,2.35,0,'\'(20500000-49950000]\''
93,116,144,477,1000,15352,3845,0,199,2002,482,6,1.85,0,'\'(20500000-49950000]\''
370,106,4000,591,19000,106221,32921,1,398,2016,13000,7.8,2.35,65000,'\'(49950000-inf)\''
83,115,39,685,11000,50653,14322,1,143,1997,956,6.6,1.85,0,'\'(20500000-49950000]\''
125,148,644,326,1000,142448,2566,4,319,1980,809,7.9,2.35,14000,'\'(20500000-49950000]\''
98,118,650,715,1000,6476,3389,0,71,2012,773,5.7,2.35,0,'\'(20500000-49950000]\''
158,101,129,3,66,144021,74,0,391,2002,5,7.1,2.35,0,'\'(20500000-49950000]\''
152,82,49,429,1000,42761,3313,3,366,1999,888,5.6,2.35,2000,'\'(20500000-49950000]\''
202,110,118,1000,13000,262153,26451,0,507,2006,11000,7.8,1.85,10000,'\'(20500000-49950000]\''
80,193,133,820,2000,45271,6341,3,170,1983,826,7.9,2.35,0,'\'(20500000-49950000]\''
288,130,776,358,898,34488,2452,1,136,2011,584,6.9,2.35,15000,'\'(20500000-49950000]\''
222,111,295,531,3000,156929,4696,3,624,1998,882,7.7,2.35,14000,'\'(20500000-49950000]\''
194,110,10,844,3000,61777,6420,4,140,2008,2000,6.9,2.35,0,'\'(-inf-20500000]\''
63,123,0,324,11000,8309,11969,1,39,1998,597,6,2.35,315,'\'(20500000-49950000]\''
167,109,22,355,14000,60555,15790,0,174,2009,716,6.2,1.33,0,'\'(20500000-49950000]\''
101,99,54,398,748,16555,1721,0,139,2004,489,5.9,1.85,817,'\'(20500000-49950000]\''
118,106,43,460,1000,17436,2495,5,71,2007,506,6.8,1.85,0,'\'(20500000-49950000]\''
76,89,0,640,2000,15866,4311,1,83,2011,734,3.6,2.35,0,'\'(20500000-49950000]\''
268,98,0,638,8000,19611,10894,2,103,2016,698,6.7,2.35,0,'\'(20500000-49950000]\''
95,93,31,57,783,42876,1044,1,167,2001,132,6.3,1.85,0,'\'(20500000-49950000]\''
78,112,541,638,22000,14612,46022,0,105,1999,22000,6.4,2.35,0,'\'(-inf-20500000]\''
127,101,212,749,1000,49405,4186,1,226,2004,968,6.4,2.35,2000,'\'(20500000-49950000]\''
137,104,272,17000,22000,23767,71973,4,111,2008,18000,5.7,1.85,845,'\'(20500000-49950000]\''
54,120,278,387,844,4257,3286,1,52,2003,766,6.2,1.85,188,'\'(20500000-49950000]\''
167,91,41,328,567,84209,2954,2,201,2009,402,5.2,1.85,0,'\'(20500000-49950000]\''
129,97,70,512,2000,96693,3984,1,271,2003,528,6.1,1.85,0,'\'(20500000-49950000]\''
217,133,0,218,7000,313797,8341,0,546,2005,966,7.1,2.35,0,'\'(20500000-49950000]\''
134,123,108,239,1000,175524,1690,0,752,1998,264,7.2,2.35,0,'\'(20500000-49950000]\''
253,114,71,313,14000,87950,15428,4,207,2014,439,6.5,1.85,15000,'\'(20500000-49950000]\''
46,111,425,344,743,107801,2403,3,109,1990,394,6,2.35,0,'\'(20500000-49950000]\''
232,117,234,919,11000,255257,15590,1,374,2008,989,7,2.35,0,'\'(20500000-49950000]\''
92,121,72,343,1000,57958,2747,0,345,1998,794,7,2.35,0,'\'(20500000-49950000]\''
153,139,0,648,3000,54096,5458,5,494,2003,693,7.5,2.35,0,'\'(20500000-49950000]\''
49,115,541,442,8000,62037,10493,14,148,1990,1000,6.6,2.35,0,'\'(20500000-49950000]\''
56,175,0,14,385,40277,669,0,210,1977,232,7.4,2.35,0,'\'(20500000-49950000]\''
224,85,0,178,332,94108,1090,0,673,2005,285,6.5,1.85,0,'\'(20500000-49950000]\''
175,90,160,392,748,120786,3172,3,472,2003,439,6.2,2.35,0,'\'(20500000-49950000]\''
197,107,0,577,1000,225102,3066,0,862,2000,596,7.8,2.35,16000,'\'(20500000-49950000]\''
226,100,124,534,2000,80870,3889,4,315,2010,850,5.2,2.35,0,'\'(20500000-49950000]\''
335,129,0,385,12000,161168,13573,2,287,2013,412,6.5,1.85,43000,'\'(20500000-49950000]\''
