@relation 'mydata-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R28-weka.filters.unsupervised.attribute.Remove-R1-2,7,10-11,14-17-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Remove-R9-weka.filters.unsupervised.attribute.Remove-R9'

@attribute num_critic_for_reviews numeric
@attribute duration numeric
@attribute director_facebook_likes numeric
@attribute actor_3_facebook_likes numeric
@attribute actor_1_facebook_likes numeric
@attribute num_voted_users numeric
@attribute cast_total_facebook_likes numeric
@attribute num_user_for_reviews numeric
@attribute budget numeric
@attribute title_year numeric
@attribute actor_2_facebook_likes numeric
@attribute imdb_score numeric
@attribute aspect_ratio numeric
@attribute movie_facebook_likes numeric
@attribute gross {'\'(-inf-141489591.767]\'','\'(141489591.767-380253004.5]\'','\'(380253004.5-inf)\''}

@data
140,93,2,258,849,28606,2178,262,30000000,2005,787,5.1,1.85,0,'\'(-inf-141489591.767]\''
73,96,0,130,372,11520,977,105,30000000,2003,206,5.6,2.35,625,'\'(-inf-141489591.767]\''
98,114,118,40,489,44979,679,298,30000000,2004,93,7,1.85,0,'\'(-inf-141489591.767]\''
358,106,44,133,596,85024,1393,242,30000000,2011,343,6.4,2.35,23000,'\'(-inf-141489591.767]\''
222,150,0,855,23000,70771,27829,671,30000000,2005,909,6.7,2.35,0,'\'(-inf-141489591.767]\''
85,100,38,362,811,14747,2497,338,30000000,1999,586,4.1,1.85,858,'\'(-inf-141489591.767]\''
62,100,277,210,21000,11003,22006,148,30000000,1999,767,5.5,2.35,654,'\'(-inf-141489591.767]\''
130,100,70,99,473,56451,1100,524,45000000,2009,315,2.7,2.35,0,'\'(-inf-141489591.767]\''
376,107,419,165,971,114241,1643,258,45000000,2013,236,6.4,2.35,24000,'\'(-inf-141489591.767]\''
130,102,6,353,22000,22449,23352,191,25000000,2004,829,4.8,2.35,387,'\'(-inf-141489591.767]\''
65,101,3,120,448,30092,842,129,23000000,2004,143,6.1,1.85,0,'\'(-inf-141489591.767]\''
77,86,6,843,1000,9682,5393,38,30000000,2011,857,4.8,2.35,0,'\'(-inf-141489591.767]\''
107,108,529,83,11000,24033,11519,152,30000000,2005,329,7,1.85,0,'\'(-inf-141489591.767]\''
292,123,0,645,10000,126307,11769,210,40000000,2009,785,6.8,2.35,19000,'\'(-inf-141489591.767]\''
184,88,65,681,3000,52069,5706,95,30000000,2013,697,5.6,2.35,0,'\'(-inf-141489591.767]\''
123,109,29,91,779,25558,1297,221,30000000,2001,240,6.1,1.85,0,'\'(-inf-141489591.767]\''
60,122,380,2000,18000,101888,32930,365,18000000,1989,11000,7.9,1.85,0,'\'(-inf-141489591.767]\''
111,251,0,642,22000,221000,24719,495,30000000,1984,683,8.4,2.35,12000,'\'(-inf-141489591.767]\''
217,118,76,174,3000,54147,4253,127,30000000,2013,678,6.5,2.35,0,'\'(-inf-141489591.767]\''
117,131,53,548,14000,29715,16252,161,18000000,2004,871,7.1,1.85,0,'\'(-inf-141489591.767]\''
105,109,277,345,2000,9004,2759,103,25000000,2002,378,6.6,2.35,287,'\'(-inf-141489591.767]\''
124,88,108,135,876,23864,1518,142,30000000,2006,142,7,2.35,0,'\'(-inf-141489591.767]\''
90,103,45,107,489,8215,949,132,60000000,2005,181,5.6,2.35,445,'\'(-inf-141489591.767]\''
110,87,23,748,826,38503,4473,180,21000000,2006,816,4.8,2.35,0,'\'(-inf-141489591.767]\''
273,160,181,820,11000,136104,22516,415,30000000,2007,10000,7.5,2.35,0,'\'(-inf-141489591.767]\''
63,121,0,187,974,4670,1887,27,18000000,2011,643,6,2.35,0,'\'(-inf-141489591.767]\''
134,129,395,313,18000,52972,19620,124,30000000,2011,1000,6.8,1.85,21000,'\'(-inf-141489591.767]\''
221,115,0,751,10000,97697,13159,185,29000000,2015,1000,6.5,2.39,40000,'\'(-inf-141489591.767]\''
291,153,446,154,523,188637,1383,815,28000000,2005,405,7.9,1.85,11000,'\'(-inf-141489591.767]\''
148,128,0,754,955,44816,5404,259,30000000,2000,869,6.4,1.85,0,'\'(-inf-141489591.767]\''
42,89,12,373,1000,16222,2056,39,29000000,1997,409,5.8,2.35,0,'\'(-inf-141489591.767]\''
302,122,2000,1000,2000,88682,6161,241,35000000,2008,1000,7.7,1.85,0,'\'(-inf-141489591.767]\''
64,99,71,584,2000,14315,4169,101,29000000,2002,719,5.3,1.85,201,'\'(-inf-141489591.767]\''
154,99,265,265,22000,16984,23562,96,29000000,2016,779,5.3,2.35,0,'\'(-inf-141489591.767]\''
17,147,0,400,18000,9913,18855,51,29000000,1987,427,7.5,2.35,0,'\'(-inf-141489591.767]\''
65,112,759,933,11000,8134,17873,123,28000000,1999,1000,6.9,1.85,209,'\'(-inf-141489591.767]\''
148,88,64,363,1000,28632,2567,214,12000000,2004,857,4.9,2.35,0,'\'(-inf-141489591.767]\''
161,94,11,566,1000,92850,5085,263,29000000,2005,948,7.1,1.33,0,'\'(-inf-141489591.767]\''
124,90,63,631,49000,260939,52970,244,28000000,1992,2000,8,2.35,0,'\'(-inf-141489591.767]\''
349,167,473,303,559,119928,2702,331,28000000,2015,427,7.9,2.35,76000,'\'(-inf-141489591.767]\''
148,118,14000,237,11000,329969,11898,524,28000000,1984,429,7.6,1.85,0,'\'(-inf-141489591.767]\''
45,83,5,368,971,14005,3438,67,24000000,1998,503,5.9,2.35,418,'\'(-inf-141489591.767]\''
133,104,93,878,11000,59232,17109,317,60000000,2001,2000,6.3,1.78,0,'\'(-inf-141489591.767]\''
178,102,0,876,40000,130094,46186,471,29000000,2003,4000,6.4,2.35,0,'\'(-inf-141489591.767]\''
233,131,323,541,25000,592582,40585,722,28000000,1988,13000,8.2,1.85,25000,'\'(-inf-141489591.767]\''
173,101,136,526,833,195255,3400,170,28000000,2008,543,6.9,2.35,0,'\'(-inf-141489591.767]\''
426,130,285,767,33000,182983,57308,374,28000000,2015,23000,7.8,1.85,99000,'\'(-inf-141489591.767]\''
210,120,0,210,579,24663,1500,71,30000000,2009,489,6.7,2.4,0,'\'(-inf-141489591.767]\''
129,135,149,250,639,36636,1845,289,28000000,2004,617,7.5,2.35,0,'\'(-inf-141489591.767]\''
287,110,0,1000,3000,194422,10438,1057,26000000,2004,2000,7.4,2.35,7000,'\'(-inf-141489591.767]\''
108,103,163,968,11000,61317,17533,229,35000000,2001,2000,5.2,2.35,0,'\'(-inf-141489591.767]\''
220,110,0,327,13000,209133,14609,962,21000000,2001,1000,7.6,2.35,0,'\'(-inf-141489591.767]\''
136,91,446,660,1000,177828,3969,714,30000000,2003,872,7.3,2.35,11000,'\'(-inf-141489591.767]\''
222,105,226,966,22000,106755,35694,173,28000000,2013,11000,6.6,2.35,27000,'\'(-inf-141489591.767]\''
112,127,46,244,844,72085,2118,263,28000000,1981,402,6.8,1.85,2000,'\'(-inf-141489591.767]\''
122,82,23,6,11,85423,37,374,28000000,2001,9,6.9,2.35,12000,'\'(-inf-141489591.767]\''
62,99,0,186,664,44394,2010,115,27000000,1994,655,5.8,2.35,0,'\'(-inf-141489591.767]\''
135,90,0,8000,14000,201084,34565,523,28000000,2001,10000,6.6,2.35,0,'\'(-inf-141489591.767]\''
184,115,529,325,576,78008,1554,160,28000000,2013,447,6.7,1.85,23000,'\'(-inf-141489591.767]\''
36,96,197,115,580,60494,1275,132,28000000,1993,336,6.7,2.35,16000,'\'(-inf-141489591.767]\''
171,104,96,559,943,59068,3497,128,28000000,2007,763,6.3,2.35,0,'\'(-inf-141489591.767]\''
447,117,905,385,553,435864,2357,801,30000000,2010,488,7.7,2.35,36000,'\'(-inf-141489591.767]\''
220,83,181,459,731,77935,1987,122,28000000,2011,579,6.1,2.35,0,'\'(-inf-141489591.767]\''
122,99,71,1000,18000,27378,23344,365,28000000,2000,1000,4.9,2.39,0,'\'(-inf-141489591.767]\''
119,81,44,3000,35000,29738,47677,85,28000000,2014,7000,6.2,2.35,12000,'\'(-inf-141489591.767]\''
177,135,456,241,422,193455,1083,1058,28000000,2005,286,7.8,2.35,17000,'\'(-inf-141489591.767]\''
302,117,0,521,11000,461609,13877,1168,28000000,1982,759,8.2,2.35,34000,'\'(-inf-141489591.767]\''
44,139,105,902,14000,34427,16125,126,28000000,1995,1000,6.9,2.35,0,'\'(-inf-141489591.767]\''
211,123,368,114,933,69355,1286,211,28000000,2014,194,6.2,1.85,10000,'\'(-inf-141489591.767]\''
222,117,115,97,3000,72693,3681,199,21000000,2007,327,6.9,2.35,0,'\'(-inf-141489591.767]\''
100,97,710,258,497,9338,1805,167,28000000,2000,347,4.8,1.85,209,'\'(-inf-141489591.767]\''
100,81,63,0,63,10369,66,153,160000000,2001,3,8,1.85,1000,'\'(-inf-141489591.767]\''
98,103,80,585,806,44103,3211,149,28000000,2006,591,5.3,2.35,0,'\'(-inf-141489591.767]\''
74,119,116,385,738,22250,2171,123,28000000,1999,428,6.7,1.85,913,'\'(-inf-141489591.767]\''
97,94,32,453,1000,29971,3436,71,28000000,2010,626,5.4,1.85,0,'\'(-inf-141489591.767]\''
21,89,23,899,1000,4288,5535,21,28000000,1997,937,5.4,2.35,517,'\'(-inf-141489591.767]\''
156,98,0,900,26000,43006,28867,460,28000000,2001,1000,4.9,1.85,0,'\'(-inf-141489591.767]\''
125,107,234,660,1000,11476,3944,50,28000000,2015,962,6.1,2.35,0,'\'(-inf-141489591.767]\''
225,108,23,845,2000,23775,4710,134,28000000,2016,860,5.8,2.35,73000,'\'(-inf-141489591.767]\''
85,134,17000,0,2,21606,4,117,28000000,1997,2,7,1.85,0,'\'(-inf-141489591.767]\''
135,110,53,87,480,61269,858,98,27000000,2008,261,6.5,2.35,0,'\'(-inf-141489591.767]\''
350,103,65,405,17000,202967,19168,378,28000000,2013,927,6.6,2.35,36000,'\'(-inf-141489591.767]\''
177,100,11,561,23000,32103,25387,112,28000000,2014,727,5.7,2.35,0,'\'(-inf-141489591.767]\''
106,131,46,293,594,74374,1898,225,27500000,1983,303,6.6,1.85,0,'\'(-inf-141489591.767]\''
251,133,0,529,11000,298590,12874,559,30000000,2007,985,7,2.35,0,'\'(-inf-141489591.767]\''
148,109,415,228,673,74476,1775,184,30000000,2009,489,7.4,1.85,15000,'\'(-inf-141489591.767]\''
76,114,92,436,940,10791,3565,39,35000000,2008,706,5.3,1.85,464,'\'(-inf-141489591.767]\''
52,164,767,162,358,12980,1334,89,16000000,1984,223,7.4,1.85,845,'\'(-inf-141489591.767]\''
220,92,14,78,386,64625,646,281,15000000,2006,99,7.4,2.35,0,'\'(-inf-141489591.767]\''
131,122,151,11000,24000,47203,50950,197,27500000,2007,15000,6.8,2.35,0,'\'(-inf-141489591.767]\''
112,110,120,664,12000,55513,16230,188,30000000,1991,1000,7.2,2.35,0,'\'(-inf-141489591.767]\''
93,116,144,477,1000,15352,3845,199,27000000,2002,482,6,1.85,0,'\'(-inf-141489591.767]\''
370,106,4000,591,19000,106221,32921,398,175000000,2016,13000,7.8,2.35,65000,'\'(141489591.767-380253004.5]\''
83,115,39,685,11000,50653,14322,143,27000000,1997,956,6.6,1.85,0,'\'(-inf-141489591.767]\''
125,148,644,326,1000,142448,2566,319,27000000,1980,809,7.9,2.35,14000,'\'(-inf-141489591.767]\''
98,118,650,715,1000,6476,3389,71,25000000,2012,773,5.7,2.35,0,'\'(-inf-141489591.767]\''
158,101,129,3,66,144021,74,391,30000000,2002,5,7.1,2.35,0,'\'(-inf-141489591.767]\''
152,82,49,429,1000,42761,3313,366,27000000,1999,888,5.6,2.35,2000,'\'(-inf-141489591.767]\''
202,110,118,1000,13000,262153,26451,507,27000000,2006,11000,7.8,1.85,10000,'\'(-inf-141489591.767]\''
80,193,133,820,2000,45271,6341,170,27000000,1983,826,7.9,2.35,0,'\'(-inf-141489591.767]\''
288,130,776,358,898,34488,2452,136,30000000,2011,584,6.9,2.35,15000,'\'(-inf-141489591.767]\''
222,111,295,531,3000,156929,4696,624,27000000,1998,882,7.7,2.35,14000,'\'(-inf-141489591.767]\''
194,110,10,844,3000,61777,6420,140,13500000,2008,2000,6.9,2.35,0,'\'(-inf-141489591.767]\''
63,123,0,324,11000,8309,11969,39,27000000,1998,597,6,2.35,315,'\'(-inf-141489591.767]\''
167,109,22,355,14000,60555,15790,174,27000000,2009,716,6.2,1.33,0,'\'(-inf-141489591.767]\''
101,99,54,398,748,16555,1721,139,27000000,2004,489,5.9,1.85,817,'\'(-inf-141489591.767]\''
118,106,43,460,1000,17436,2495,71,27000000,2007,506,6.8,1.85,0,'\'(-inf-141489591.767]\''
76,89,0,640,2000,15866,4311,83,27000000,2011,734,3.6,2.35,0,'\'(-inf-141489591.767]\''
268,98,0,638,8000,19611,10894,103,27000000,2016,698,6.7,2.35,0,'\'(-inf-141489591.767]\''
95,93,31,57,783,42876,1044,167,28000000,2001,132,6.3,1.85,0,'\'(-inf-141489591.767]\''
78,112,541,638,22000,14612,46022,105,15000000,1999,22000,6.4,2.35,0,'\'(-inf-141489591.767]\''
127,101,212,749,1000,49405,4186,226,27000000,2004,968,6.4,2.35,2000,'\'(-inf-141489591.767]\''
137,104,272,17000,22000,23767,71973,111,25000000,2008,18000,5.7,1.85,845,'\'(-inf-141489591.767]\''
54,120,278,387,844,4257,3286,52,23000000,2003,766,6.2,1.85,188,'\'(-inf-141489591.767]\''
167,91,41,328,567,84209,2954,201,26000000,2009,402,5.2,1.85,0,'\'(-inf-141489591.767]\''
129,97,70,512,2000,96693,3984,271,26000000,2003,528,6.1,1.85,0,'\'(-inf-141489591.767]\''
217,133,0,218,7000,313797,8341,546,26000000,2005,966,7.1,2.35,0,'\'(-inf-141489591.767]\''
134,123,108,239,1000,175524,1690,752,25000000,1998,264,7.2,2.35,0,'\'(-inf-141489591.767]\''
253,114,71,313,14000,87950,15428,207,28000000,2014,439,6.5,1.85,15000,'\'(-inf-141489591.767]\''
46,111,425,344,743,107801,2403,109,26000000,1990,394,6,2.35,0,'\'(-inf-141489591.767]\''
232,117,234,919,11000,255257,15590,374,27000000,2008,989,7,2.35,0,'\'(-inf-141489591.767]\''
92,121,72,343,1000,57958,2747,345,26000000,1998,794,7,2.35,0,'\'(-inf-141489591.767]\''
153,139,0,648,3000,54096,5458,494,22000000,2003,693,7.5,2.35,0,'\'(-inf-141489591.767]\''
49,115,541,442,8000,62037,10493,148,26000000,1990,1000,6.6,2.35,0,'\'(-inf-141489591.767]\''
56,175,0,14,385,40277,669,210,26000000,1977,232,7.4,2.35,0,'\'(-inf-141489591.767]\''
224,85,0,178,332,94108,1090,673,26000000,2005,285,6.5,1.85,0,'\'(-inf-141489591.767]\''
175,90,160,392,748,120786,3172,472,26000000,2003,439,6.2,2.35,0,'\'(-inf-141489591.767]\''
197,107,0,577,1000,225102,3066,862,26000000,2000,596,7.8,2.35,16000,'\'(-inf-141489591.767]\''
226,100,124,534,2000,80870,3889,315,26000000,2010,850,5.2,2.35,0,'\'(-inf-141489591.767]\''
335,129,0,385,12000,161168,13573,287,26000000,2013,412,6.5,1.85,43000,'\'(-inf-141489591.767]\''
157,109,80,2000,19000,48973,28493,214,26000000,2004,3000,6.5,1.85,736,'\'(-inf-141489591.767]\''
69,94,906,528,2000,11212,3917,94,26000000,2002,587,5.2,2.35,874,'\'(-inf-141489591.767]\''
46,133,759,67,826,28247,1154,149,26000000,1985,130,7.2,2.35,0,'\'(-inf-141489591.767]\''
217,105,260,3000,20000,88035,42473,201,26000000,2009,15000,7.1,2.35,10000,'\'(-inf-141489591.767]\''
55,100,8,588,1000,11092,3742,44,26000000,2004,934,4.5,1.85,167,'\'(-inf-141489591.767]\''
200,113,0,307,22000,66579,23456,134,56000000,2011,988,5.7,2.35,20000,'\'(-inf-141489591.767]\''
93,118,49,155,11000,44913,11662,181,42000000,2001,216,6,2.35,3000,'\'(-inf-141489591.767]\''
265,110,160,427,771,72886,2356,190,26000000,2012,570,6.4,1.85,35000,'\'(-inf-141489591.767]\''
82,110,80,509,826,10667,2466,95,26000000,2004,590,5.2,2.35,260,'\'(-inf-141489591.767]\''
32,99,5,535,1000,16194,2960,79,26000000,1994,691,4.3,1.85,319,'\'(-inf-141489591.767]\''
42,101,30,223,1000,7772,2228,55,22000000,1996,854,6.1,1.37,145,'\'(-inf-141489591.767]\''
116,103,11000,277,11000,31798,12534,178,26000000,2001,893,6.8,2.35,826,'\'(-inf-141489591.767]\''
23,95,0,26,442,8008,616,26,25530000,1996,95,5.2,2.35,504,'\'(-inf-141489591.767]\''
178,117,763,523,16000,57674,17847,126,26000000,2015,543,6.5,1.85,11000,'\'(-inf-141489591.767]\''
226,129,353,151,883,111351,1565,568,15000000,2005,430,7.5,2.35,0,'\'(-inf-141489591.767]\''
406,120,0,113,260,179235,705,2814,30000000,2004,252,7.1,2.35,13000,'\'(-inf-141489591.767]\''
57,125,0,711,49000,181380,52201,223,25000000,1993,1000,6.9,1.85,0,'\'(-inf-141489591.767]\''
100,133,272,628,10000,383784,12285,331,25000000,1988,898,8,2.35,12000,'\'(-inf-141489591.767]\''
366,116,16000,198,16000,561773,17347,871,33000000,2008,601,8.2,2.35,28000,'\'(-inf-141489591.767]\''
242,129,0,655,2000,40941,4264,320,25100000,2008,826,6.4,2.35,0,'\'(-inf-141489591.767]\''
309,93,180,485,14000,483756,16461,974,25000000,2008,816,7.9,2.35,29000,'\'(-inf-141489591.767]\''
85,118,97,437,775,43084,3197,99,26000000,2014,523,6.7,1.85,19000,'\'(-inf-141489591.767]\''
48,129,81,164,970,89972,2551,126,25000000,1992,854,6.1,1.85,0,'\'(-inf-141489591.767]\''
174,185,14000,212,14000,865020,15233,1273,22000000,1993,795,8.9,1.85,41000,'\'(-inf-141489591.767]\''
373,146,150,2000,15000,318955,23227,460,25000000,2011,3000,8.1,2.35,75000,'\'(-inf-141489591.767]\''
224,128,386,203,19000,29282,36337,105,28000000,2013,17000,6.2,1.85,11000,'\'(-inf-141489591.767]\''
94,93,67,596,4000,33180,7800,149,80000000,2004,2000,4.9,2.35,567,'\'(-inf-141489591.767]\''
273,97,31,662,918,89101,4692,885,30000000,2003,782,5.8,1.85,3000,'\'(-inf-141489591.767]\''
66,82,8,179,770,23943,2251,118,30000000,2001,677,6,1.85,425,'\'(-inf-141489591.767]\''
459,85,198,387,2000,296787,3958,2192,25000000,2008,1000,7,1.85,0,'\'(-inf-141489591.767]\''
68,88,34,445,642,42765,2501,93,25000000,1991,533,6,2.35,0,'\'(-inf-141489591.767]\''
123,119,0,188,22000,219008,22767,418,25000000,1987,371,7.9,2.35,0,'\'(-inf-141489591.767]\''
488,122,1000,883,2000,612060,4738,1518,25000000,2007,939,8.1,2.35,21000,'\'(-inf-141489591.767]\''
146,99,167,460,655,75903,2394,109,25000000,2014,521,6.2,2.35,0,'\'(-inf-141489591.767]\''
168,97,11,887,14000,171568,16999,571,26000000,2001,1000,6.7,1.85,0,'\'(-inf-141489591.767]\''
152,121,529,163,541,150308,1323,498,25000000,2000,399,7.3,1.85,18000,'\'(-inf-141489591.767]\''
133,95,0,643,934,46417,3500,297,45000000,2003,655,4.6,1.85,660,'\'(-inf-141489591.767]\''
139,105,99,433,3000,21176,5740,107,25000000,2012,448,6.1,2.35,0,'\'(-inf-141489591.767]\''
245,108,425,766,20000,168717,22739,178,25000000,2011,962,6.2,2.35,24000,'\'(-inf-141489591.767]\''
84,134,170,472,2000,95241,4453,439,25000000,1993,722,7.8,2.35,11000,'\'(-inf-141489591.767]\''
70,115,43,775,5000,57040,9082,365,25000000,2000,848,6.1,2.35,0,'\'(-inf-141489591.767]\''
216,86,70,318,440,102861,2420,571,25000000,2006,346,5.8,2.35,0,'\'(-inf-141489591.767]\''
170,101,96,204,713,76882,1852,106,25000000,2012,220,6.5,1.85,29000,'\'(-inf-141489591.767]\''
181,96,47,3000,14000,110390,28071,522,17000000,2007,11000,7.2,2.35,6000,'\'(-inf-141489591.767]\''
226,101,395,2000,40000,174591,58823,632,25000000,2004,14000,7.8,1.85,0,'\'(-inf-141489591.767]\''
24,100,0,400,975,4265,3202,27,25000000,2013,521,4.7,2.35,0,'\'(-inf-141489591.767]\''
408,117,248,726,14000,203111,16606,755,25000000,2011,798,6.8,2.35,32000,'\'(-inf-141489591.767]\''
180,101,21,317,22000,70205,23328,450,30000000,2005,812,5.9,1.85,0,'\'(-inf-141489591.767]\''
181,98,285,7000,640000,267921,656730,577,26000000,2004,8000,7.2,1.85,0,'\'(-inf-141489591.767]\''
192,146,17000,635,22000,728685,24783,989,25000000,1990,854,8.7,2.35,25000,'\'(-inf-141489591.767]\''
79,102,91,434,1000,26755,3037,104,26000000,2003,934,5,2.35,542,'\'(-inf-141489591.767]\''
128,97,52,579,14000,49676,17278,181,25000000,2005,2000,6.6,2.35,0,'\'(-inf-141489591.767]\''
147,142,0,638,14000,537442,16464,851,25000000,1983,670,8.3,1.85,19000,'\'(-inf-141489591.767]\''
49,98,176,468,742,36253,2457,92,25000000,1997,658,6.7,2.35,0,'\'(-inf-141489591.767]\''
75,219,973,400,1000,70274,2451,133,23000000,1987,643,7.8,2.35,0,'\'(-inf-141489591.767]\''
270,109,175,733,24000,101977,26625,161,25000000,2012,736,6.5,2.35,0,'\'(-inf-141489591.767]\''
29,97,420,585,695,22748,2530,41,25000000,1997,635,6.1,2.35,666,'\'(-inf-141489591.767]\''
398,158,0,104,272,372990,533,1107,25000000,2007,111,8.1,2.35,16000,'\'(-inf-141489591.767]\''
38,85,0,503,1000,12218,2908,33,25000000,2002,535,5.2,2.35,187,'\'(-inf-141489591.767]\''
45,80,0,362,971,5674,3017,35,25000000,2003,503,5.6,1.85,329,'\'(-inf-141489591.767]\''
81,86,92,466,744,29661,3001,179,25000000,2002,489,5.8,2.35,0,'\'(-inf-141489591.767]\''
88,119,42,917,2000,44838,6862,223,25000000,2005,953,6.6,2.35,0,'\'(-inf-141489591.767]\''
116,98,20,872,5000,53126,7945,254,25000000,2001,888,6.6,2.35,0,'\'(-inf-141489591.767]\''
129,97,29,816,15000,63969,18789,126,25000000,2008,852,5.5,2.39,0,'\'(-inf-141489591.767]\''
151,124,44,367,4000,35833,6393,96,25000000,2014,774,7,2.35,10000,'\'(-inf-141489591.767]\''
198,97,176,10000,12000,86251,36064,260,25000000,2014,11000,6.5,2.35,58000,'\'(-inf-141489591.767]\''
66,105,29,742,14000,48095,16400,194,20000000,2003,1000,5.8,2.35,0,'\'(-inf-141489591.767]\''
167,104,108,177,296,45102,1340,316,17000000,2003,270,5.6,1.85,0,'\'(-inf-141489591.767]\''
127,101,7,440,1000,74622,2822,150,25000000,2007,562,5.6,2.35,0,'\'(-inf-141489591.767]\''
109,101,43,432,5000,34942,6867,185,30000000,2003,618,5.8,1.85,1000,'\'(-inf-141489591.767]\''
174,114,335,530,11000,102123,12624,660,25000000,2002,577,7.6,1.85,0,'\'(-inf-141489591.767]\''
91,105,99,960,17000,116762,20109,261,20000000,2006,1000,6.4,1.85,0,'\'(-inf-141489591.767]\''
151,90,68,100,328,88714,794,235,25000000,2007,132,6.3,2.35,0,'\'(-inf-141489591.767]\''
94,97,27,522,601,22243,2730,144,25000000,2004,543,4.6,2.35,686,'\'(-inf-141489591.767]\''
91,144,0,745,15000,14612,18442,41,25500000,2013,960,6.5,2.35,0,'\'(-inf-141489591.767]\''
148,114,59,403,49000,87331,50927,364,30000000,2007,702,7.5,1.85,18000,'\'(-inf-141489591.767]\''
141,124,159,240,288,75973,1006,409,25000000,1998,249,7.5,1.85,0,'\'(-inf-141489591.767]\''
114,89,31,71,285,39768,667,292,25000000,1998,81,5.3,2.35,0,'\'(-inf-141489591.767]\''
79,160,130,288,469,25019,1548,159,25000000,1970,377,7.5,1.85,0,'\'(-inf-141489591.767]\''
33,93,14,199,1000,28377,2176,261,25000000,1997,401,3.3,1.85,0,'\'(-inf-141489591.767]\''
83,88,82,571,756,10161,4378,50,25000000,2009,713,3.5,1.85,657,'\'(-inf-141489591.767]\''
199,142,0,461,11000,1689764,13495,4144,25000000,1994,745,9.3,1.85,108000,'\'(-inf-141489591.767]\''
71,92,23,162,460,19699,1315,119,21150000,2001,442,4.8,2.35,387,'\'(-inf-141489591.767]\''
62,117,101,743,13000,63459,16937,185,27000000,1996,852,6.9,2.35,3000,'\'(-inf-141489591.767]\''
175,111,81,81,3000,48559,3784,145,25000000,2014,571,6,2.35,0,'\'(-inf-141489591.767]\''
322,121,53,8000,19000,67797,39690,285,25000000,2013,11000,7.3,1.85,30000,'\'(-inf-141489591.767]\''
112,107,13,165,618,58297,1095,161,30000000,2005,172,6.6,2.35,0,'\'(-inf-141489591.767]\''
216,106,452,141,20000,32507,21195,119,23000000,2016,732,7.5,1.85,15000,'\'(-inf-141489591.767]\''
48,136,0,3000,18000,36108,37315,109,25000000,1998,14000,6.9,1.85,0,'\'(-inf-141489591.767]\''
44,97,19,977,40000,41310,52122,117,25000000,1994,10000,6.8,2.35,0,'\'(-inf-141489591.767]\''
162,108,529,690,17000,104356,19945,186,25000000,2010,861,6.3,2.35,14000,'\'(-inf-141489591.767]\''
213,97,41,619,11000,74691,12841,165,25000000,2010,673,6.4,1.85,0,'\'(-inf-141489591.767]\''
298,99,24,155,3000,40776,3744,250,25000000,2010,441,5.6,2.35,10000,'\'(-inf-141489591.767]\''
119,103,5,874,26000,72673,33565,166,25000000,2007,5000,6.3,2.35,0,'\'(-inf-141489591.767]\''
251,95,0,98,11000,109855,11994,888,25000000,2002,876,7.3,1.85,0,'\'(-inf-141489591.767]\''
92,93,17,360,13000,162067,14180,316,25000000,2004,634,6.6,1.85,0,'\'(-inf-141489591.767]\''
58,98,70,223,462,12263,1855,132,13000000,2002,444,4.6,2.35,564,'\'(-inf-141489591.767]\''
73,90,176,825,931,8398,4431,56,26000000,2006,839,5.1,1.85,498,'\'(-inf-141489591.767]\''
28,107,21,418,967,5817,3067,37,25000000,1988,767,5.6,2.35,377,'\'(-inf-141489591.767]\''
19,90,48,376,940,4086,2465,22,25000000,1996,595,5.3,2.35,246,'\'(-inf-141489591.767]\''
287,115,219,258,902,76303,2466,376,16000000,2009,837,5.6,2.35,0,'\'(-inf-141489591.767]\''
233,93,27,49,960,60062,1749,351,8000000,2008,664,5.9,1.85,0,'\'(-inf-141489591.767]\''
86,99,154,347,774,9361,2498,162,25000000,2000,692,4.7,2.35,378,'\'(-inf-141489591.767]\''
160,107,0,255,798,16411,2537,136,25000000,2010,374,4.8,1.85,0,'\'(-inf-141489591.767]\''
126,110,42,111,355,171151,911,513,25000000,2004,155,6.8,2.35,0,'\'(-inf-141489591.767]\''
50,101,17,218,900,15814,1634,68,25000000,1996,246,5.4,1.85,503,'\'(-inf-141489591.767]\''
52,85,54,455,985,11211,3065,92,25000000,2002,637,5.1,2.35,215,'\'(-inf-141489591.767]\''
260,132,241,151,27000,87682,27659,174,30000000,2015,154,7,1.85,43000,'\'(-inf-141489591.767]\''
231,90,160,852,963,20823,4952,130,25000000,2011,936,4,1.85,0,'\'(-inf-141489591.767]\''
99,145,317,70,876,16995,1282,163,25000000,1999,219,7.3,2.35,0,'\'(-inf-141489591.767]\''
159,110,425,148,3000,39357,3757,113,25000000,2014,466,6.8,2.35,14000,'\'(-inf-141489591.767]\''
199,122,0,939,18000,23696,21163,135,25000000,2010,1000,7,1.85,0,'\'(-inf-141489591.767]\''
119,107,308,872,13000,43903,16651,194,25000000,2005,947,7.1,2.35,5000,'\'(-inf-141489591.767]\''
120,127,36,399,562,21098,2230,56,26000000,2015,499,6.9,2.35,0,'\'(-inf-141489591.767]\''
180,99,0,52,400,92464,896,331,25000000,1986,223,7.3,2.35,19000,'\'(-inf-141489591.767]\''
317,140,149,581,27000,332276,29692,514,25000000,2011,798,8.2,1.85,77000,'\'(-inf-141489591.767]\''
